Date,Open,High,Low,Close,Adj Close,Volume
2023-06-24,1709.212158,1775.774414,1712.897217,1733.956299,1733.956299,7594617939
2023-06-25,1734.789795,1745.283569,1711.008789,1718.564453,1718.564453,4604242911
2023-06-26,1718.371582,1767.132813,1713.792236,1742.589233,1742.589233,6361124170
2023-06-27,1742.171265,1745.982788,1687.193848,1704.361694,1704.361694,7900844979
2023-06-28,1704.282349,1744.080933,1702.030029,1724.545166,1724.545166,7014289800
2023-06-29,1724.730591,1725.006592,1668.944092,1674.513062,1674.513062,6536259518
2023-06-30,1674.593750,1725.385254,1674.593750,1704.364014,1704.364014,5224015452
2023-07-01,1704.162598,1782.773926,1678.193237,1770.897827,1770.897827,11812584980
2023-07-02,1771.021362,1779.611694,1750.432861,1762.998657,1762.998657,4705574457
2023-07-03,1762.890747,1794.552612,1735.780640,1776.218384,1776.218384,5816066006
2023-07-04,1776.626709,1810.507324,1774.475342,1791.750366,1791.750366,7200861896
2023-07-05,1791.874146,1802.500244,1775.741211,1779.586182,1779.586182,5222537891
2023-07-06,1779.736084,1784.780762,1740.725830,1760.010742,1760.010742,5558529526
2023-07-07,1759.853271,1799.973389,1696.846191,1697.567749,1697.567749,8177300004
2023-07-08,1696.535645,1719.172607,1682.253662,1705.353516,1705.353516,5897423836
2023-07-09,1705.717773,1707.084839,1681.533081,1700.583008,1700.583008,3918876682
2023-07-10,1700.633545,1712.551392,1694.056519,1698.355103,1698.355103,4004618111
2023-07-11,1698.565186,1732.218262,1686.841064,1708.733765,1708.733765,5757517805
2023-07-12,1708.823242,1713.954590,1695.983643,1705.457764,1705.457764,4453758711
2023-07-13,1705.445068,1710.632446,1675.566162,1680.428101,1680.428101,5725860473
2023-07-14,1680.362061,1793.740601,1673.540039,1787.733521,1787.733521,9902956982
2023-07-15,1786.998169,1805.354614,1693.614746,1724.855347,1724.855347,9452053560
2023-07-16,1724.661865,1731.873413,1716.003784,1718.922241,1718.922241,3898086624
2023-07-17,1719.080933,1728.323975,1706.309204,1713.231079,1713.231079,3855680428
2023-07-18,1713.242188,1724.512695,1667.589478,1701.282837,1701.282837,5943213617
2023-07-19,1701.328125,1704.376587,1675.446777,1689.996216,1689.996216,5178561897
2023-07-20,1690.172607,1710.601929,1681.085571,1685.854614,1685.854614,5371229530
2023-07-21,1685.913330,1716.716675,1690.112427,1698.283081,1698.283081,6616165371
2023-07-22,1698.832886,1712.039063,1694.564575,1699.561035,1699.561035,4193173157
2023-07-23,1699.448730,1704.099121,1666.975220,1675.798950,1675.798950,3685408643
2023-07-24,1676.861084,1711.357300,1670.997437,1698.073486,1698.073486,4027328267
2023-07-25,1697.729980,1697.754517,1658.025635,1672.237183,1672.237183,5734749057
2023-07-26,1672.260620,1691.468018,1666.913940,1681.200684,1681.200684,3767735544
2023-07-27,1689.864258,1697.181396,1685.123779,1693.652222,1693.652222,5171725824
